produto;marca;loja;data;qtd;valor
geladeira;HP;Eldorado;2025-6-16;11;6641.02
ar condicionado;LG;Eldorado;2025-6-16;49;7333.24
geladeira;Motorola;Cidade São Paulo;2025-6-16;50;7807.21
smart tv;HP;Paulista;2025-6-16;30;3904.87
notebook;LG;Paulista;2025-6-16;36;9834.43
celular;Hitachi;Eldorado;2025-6-16;43;1135.58
celular;HP;Cidade São Paulo;2025-6-16;26;8575.57
smart tv;Motorola;Paulista;2025-6-16;6;3016.61
lavadora;Samsung;Paulista;2025-6-16;4;3351.39
smart tv;Hitachi;Paulista;2025-6-16;31;8258.46
notebook;Midea;Paulista;2025-6-16;7;5394.31
geladeira;LG;Cidade São Paulo;2025-6-16;26;1575.09
smart tv;HP;Cidade São Paulo;2025-6-16;2;3275.94
celular;Midea;Paulista;2025-6-16;42;2321.06
notebook;Midea;Eldorado;2025-6-16;30;3817.12
smart tv;HP;Paulista;2025-6-17;35;3525.49
geladeira;LG;Paulista;2025-6-17;33;3013.06
lavadora;Motorola;Paulista;2025-6-17;16;4306.99
geladeira;LG;Eldorado;2025-6-17;1;4039.70
smart tv;Motorola;Paulista;2025-6-17;27;1259.93
lavadora;Hitachi;Eldorado;2025-6-17;28;4000.44
notebook;LG;Eldorado;2025-6-17;35;2293.66
ar condicionado;Midea;Eldorado;2025-6-17;36;2171.96
notebook;LG;Eldorado;2025-6-17;32;3516.70
celular;Midea;Eldorado;2025-6-17;37;7945.75
smart tv;Acer;Eldorado;2025-6-17;45;3945.95
notebook;Samsung;Eldorado;2025-6-17;40;4811.39
celular;Acer;Cidade São Paulo;2025-6-17;7;6804.56
geladeira;Motorola;Cidade São Paulo;2025-6-17;29;4052.28
smart tv;LG;Cidade São Paulo;2025-6-17;16;3742.61
notebook;Acer;Cidade São Paulo;2025-6-17;7;3759.15
notebook;Midea;Eldorado;2025-6-17;30;1901.12
notebook;Hitachi;Eldorado;2025-6-17;50;4388.31
ar condicionado;LG;Eldorado;2025-6-17;45;6157.76
geladeira;Samsung;Eldorado;2025-6-17;18;6087.27
celular;Midea;Paulista;2025-6-18;40;8130.22
celular;Acer;Eldorado;2025-6-18;49;3584.68
ar condicionado;Motorola;Cidade São Paulo;2025-6-18;45;5671.97
ar condicionado;LG;Paulista;2025-6-18;11;6806.47
lavadora;Motorola;Cidade São Paulo;2025-6-18;33;6440.16
lavadora;Motorola;Eldorado;2025-6-18;3;4721.63
geladeira;LG;Cidade São Paulo;2025-6-18;9;4359.72
geladeira;Motorola;Cidade São Paulo;2025-6-18;22;2502.23
geladeira;LG;Paulista;2025-6-18;33;7991.19
smart tv;Samsung;Eldorado;2025-6-18;11;8443.18
ar condicionado;LG;Paulista;2025-6-18;44;4392.07
geladeira;Midea;Eldorado;2025-6-18;32;8848.99
geladeira;HP;Cidade São Paulo;2025-6-18;50;8906.27
notebook;Acer;Paulista;2025-6-18;45;3429.38
celular;Motorola;Cidade São Paulo;2025-6-18;36;9855.03
geladeira;LG;Cidade São Paulo;2025-6-18;46;2909.03
notebook;Midea;Cidade São Paulo;2025-6-18;35;1131.17
lavadora;Acer;Eldorado;2025-6-18;47;7263.51
ar condicionado;Hitachi;Eldorado;2025-6-18;28;7221.85
lavadora;HP;Cidade São Paulo;2025-6-18;43;5823.91
lavadora;Acer;Cidade São Paulo;2025-6-19;9;9622.01
notebook;Hitachi;Paulista;2025-6-19;42;3214.49
smart tv;Hitachi;Eldorado;2025-6-19;36;2820.95
smart tv;Samsung;Paulista;2025-6-19;45;7479.80
notebook;Midea;Paulista;2025-6-19;27;8526.45
celular;Samsung;Eldorado;2025-6-19;36;3327.26
celular;Hitachi;Eldorado;2025-6-19;22;4962.85
smart tv;Samsung;Paulista;2025-6-19;20;4529.39
smart tv;Hitachi;Eldorado;2025-6-19;10;5614.67
ar condicionado;Samsung;Cidade São Paulo;2025-6-19;37;7786.95
ar condicionado;Acer;Eldorado;2025-6-19;19;6564.44
celular;Samsung;Paulista;2025-6-19;40;1979.90
smart tv;Motorola;Paulista;2025-6-19;40;4986.00
ar condicionado;Hitachi;Paulista;2025-6-19;1;8491.10
ar condicionado;Hitachi;Eldorado;2025-6-19;39;7374.59
geladeira;Midea;Eldorado;2025-6-19;24;8871.15
celular;Acer;Cidade São Paulo;2025-6-19;27;1794.08
geladeira;Midea;Cidade São Paulo;2025-6-19;4;1932.80
geladeira;Midea;Cidade São Paulo;2025-6-19;4;6815.03
geladeira;Acer;Eldorado;2025-6-19;18;8347.53
celular;HP;Eldorado;2025-6-20;30;1829.60
geladeira;LG;Eldorado;2025-6-20;38;7522.57
ar condicionado;Midea;Paulista;2025-6-20;11;8719.24
geladeira;Acer;Paulista;2025-6-20;1;4553.40
celular;HP;Eldorado;2025-6-20;39;7238.84
celular;Samsung;Cidade São Paulo;2025-6-20;42;2551.42
lavadora;HP;Eldorado;2025-6-20;17;5941.12
geladeira;Hitachi;Eldorado;2025-6-20;18;2090.77
lavadora;HP;Paulista;2025-6-20;19;5586.99
smart tv;HP;Cidade São Paulo;2025-6-20;24;4204.09
notebook;Samsung;Eldorado;2025-6-20;29;4860.43
ar condicionado;Samsung;Eldorado;2025-6-20;25;7129.81
lavadora;Acer;Cidade São Paulo;2025-6-20;12;7022.11
smart tv;LG;Eldorado;2025-6-20;32;1341.86
geladeira;Samsung;Eldorado;2025-6-20;46;1471.20
lavadora;LG;Cidade São Paulo;2025-6-20;46;4270.76
lavadora;Samsung;Paulista;2025-6-20;47;4186.88
lavadora;LG;Cidade São Paulo;2025-6-20;42;1258.83
smart tv;Motorola;Eldorado;2025-6-20;31;6205.90
ar condicionado;Samsung;Paulista;2025-6-20;42;7548.77
smart tv;HP;Paulista;2025-6-21;31;8600.56
smart tv;Hitachi;Paulista;2025-6-21;43;5293.59
smart tv;Motorola;Eldorado;2025-6-21;6;9283.57
notebook;Motorola;Paulista;2025-6-21;18;1984.43
celular;Midea;Eldorado;2025-6-21;18;7294.48
geladeira;Midea;Paulista;2025-6-21;10;8192.07
geladeira;Hitachi;Paulista;2025-6-21;20;7700.04
celular;Midea;Eldorado;2025-6-21;10;1602.26
lavadora;LG;Eldorado;2025-6-21;35;7510.72
celular;Acer;Cidade São Paulo;2025-6-21;43;2788.43
ar condicionado;Hitachi;Paulista;2025-6-21;11;4539.07
smart tv;Hitachi;Cidade São Paulo;2025-6-21;29;3170.25
lavadora;Hitachi;Eldorado;2025-6-21;3;1615.54
lavadora;Acer;Cidade São Paulo;2025-6-21;44;4109.10
geladeira;Midea;Paulista;2025-6-21;16;6007.15
lavadora;Motorola;Paulista;2025-6-21;7;1692.68
lavadora;Hitachi;Paulista;2025-6-21;24;2084.76
geladeira;HP;Cidade São Paulo;2025-6-21;17;2114.31
lavadora;Midea;Paulista;2025-6-21;35;6712.18
smart tv;HP;Paulista;2025-6-21;12;4299.17
ar condicionado;Acer;Paulista;2025-6-22;17;8840.90
celular;LG;Eldorado;2025-6-22;3;8845.57
ar condicionado;Motorola;Paulista;2025-6-22;35;5779.21
celular;Motorola;Eldorado;2025-6-22;39;6866.63
ar condicionado;HP;Cidade São Paulo;2025-6-22;30;9556.90
geladeira;Acer;Paulista;2025-6-22;26;6373.47
geladeira;Samsung;Eldorado;2025-6-22;45;8953.00
celular;Samsung;Cidade São Paulo;2025-6-22;12;1894.31
ar condicionado;Hitachi;Paulista;2025-6-22;31;5643.44
ar condicionado;Acer;Paulista;2025-6-22;14;1264.99
notebook;LG;Eldorado;2025-6-22;20;2975.93
notebook;Samsung;Eldorado;2025-6-22;15;3240.83
lavadora;Acer;Cidade São Paulo;2025-6-22;8;9219.06
geladeira;Samsung;Eldorado;2025-6-22;31;1935.36
celular;Samsung;Paulista;2025-6-22;39;3003.93
lavadora;Midea;Paulista;2025-6-22;32;7837.87
lavadora;LG;Eldorado;2025-6-22;8;1663.26
smart tv;Hitachi;Eldorado;2025-6-22;11;4106.43
smart tv;Acer;Paulista;2025-6-22;30;5846.87
ar condicionado;Midea;Cidade São Paulo;2025-6-22;44;5023.75
lavadora;HP;Paulista;2025-6-23;41;9151.46
lavadora;Midea;Eldorado;2025-6-23;34;1222.35
lavadora;HP;Eldorado;2025-6-23;7;2356.75
geladeira;HP;Paulista;2025-6-23;45;5900.00
lavadora;LG;Eldorado;2025-6-23;18;2964.20
notebook;HP;Eldorado;2025-6-23;33;6165.72
lavadora;HP;Cidade São Paulo;2025-6-23;14;6667.63
notebook;Samsung;Cidade São Paulo;2025-6-23;35;7397.84
celular;Motorola;Cidade São Paulo;2025-6-23;38;2549.36
lavadora;Motorola;Eldorado;2025-6-23;4;6991.52
lavadora;Midea;Paulista;2025-6-23;24;8805.00
notebook;HP;Cidade São Paulo;2025-6-23;50;5442.77
geladeira;LG;Eldorado;2025-6-23;19;9997.22
notebook;Samsung;Cidade São Paulo;2025-6-23;44;7397.67
geladeira;Acer;Cidade São Paulo;2025-6-23;27;4910.21
geladeira;Midea;Eldorado;2025-6-23;50;8418.58
smart tv;Midea;Cidade São Paulo;2025-6-23;16;5604.62
notebook;Midea;Eldorado;2025-6-23;27;4501.73
ar condicionado;Midea;Eldorado;2025-6-23;20;6982.23
notebook;Hitachi;Eldorado;2025-6-23;37;6547.45
smart tv;Samsung;Paulista;2025-6-24;18;5134.36
lavadora;LG;Paulista;2025-6-24;44;1681.09
geladeira;Hitachi;Eldorado;2025-6-24;7;4661.41
geladeira;Midea;Paulista;2025-6-24;21;8000.77
notebook;Midea;Cidade São Paulo;2025-6-24;7;4273.02
smart tv;Acer;Paulista;2025-6-24;7;8710.99
ar condicionado;LG;Cidade São Paulo;2025-6-24;42;6863.10
notebook;Midea;Eldorado;2025-6-24;2;3132.83
smart tv;Midea;Cidade São Paulo;2025-6-24;13;6377.65
celular;LG;Cidade São Paulo;2025-6-24;11;5017.84
notebook;Acer;Paulista;2025-6-24;19;8675.62
lavadora;Acer;Paulista;2025-6-24;2;2977.36
lavadora;Acer;Cidade São Paulo;2025-6-24;22;1007.07
lavadora;Midea;Cidade São Paulo;2025-6-24;9;3003.85
celular;LG;Eldorado;2025-6-24;28;3309.66
geladeira;Midea;Cidade São Paulo;2025-6-24;28;1348.63
geladeira;Samsung;Paulista;2025-6-24;5;5601.77
celular;Samsung;Eldorado;2025-6-24;30;2627.54
notebook;Acer;Cidade São Paulo;2025-6-24;44;4832.35
smart tv;LG;Eldorado;2025-6-24;21;1172.92
geladeira;HP;Eldorado;2025-6-25;48;2574.54
smart tv;Hitachi;Paulista;2025-6-25;13;5669.67
smart tv;HP;Eldorado;2025-6-25;28;1510.87
celular;LG;Cidade São Paulo;2025-6-25;35;8725.30
ar condicionado;Samsung;Paulista;2025-6-25;33;6932.80
lavadora;Acer;Eldorado;2025-6-25;46;8639.67
geladeira;HP;Cidade São Paulo;2025-6-25;17;8520.36
geladeira;LG;Eldorado;2025-6-25;7;5709.42
geladeira;HP;Eldorado;2025-6-25;20;9163.89
smart tv;LG;Eldorado;2025-6-25;36;6419.46
ar condicionado;LG;Cidade São Paulo;2025-6-25;6;1956.02
celular;Midea;Paulista;2025-6-25;48;1234.39
celular;Midea;Eldorado;2025-6-25;23;6031.50
lavadora;Motorola;Eldorado;2025-6-25;32;5947.78
ar condicionado;LG;Paulista;2025-6-25;13;7691.96
lavadora;Acer;Eldorado;2025-6-25;35;5741.11
smart tv;Hitachi;Eldorado;2025-6-25;11;1217.29
notebook;Samsung;Eldorado;2025-6-25;38;9188.58
lavadora;Midea;Paulista;2025-6-25;26;4942.28
ar condicionado;Motorola;Paulista;2025-6-25;43;2029.19
smart tv;Midea;Cidade São Paulo;2025-6-26;40;6573.98
lavadora;LG;Paulista;2025-6-26;27;6397.93
smart tv;Hitachi;Paulista;2025-6-26;40;8427.34
celular;Samsung;Eldorado;2025-6-26;23;4473.28
smart tv;Motorola;Paulista;2025-6-26;40;7969.94
celular;HP;Eldorado;2025-6-26;28;8978.15
notebook;HP;Paulista;2025-6-26;33;8918.72
lavadora;LG;Cidade São Paulo;2025-6-26;27;3979.87
smart tv;Acer;Paulista;2025-6-26;1;4307.16
notebook;LG;Eldorado;2025-6-26;48;3928.13
notebook;Acer;Eldorado;2025-6-26;12;9562.83
geladeira;LG;Eldorado;2025-6-26;36;6957.44
smart tv;HP;Cidade São Paulo;2025-6-26;43;6555.18
ar condicionado;HP;Paulista;2025-6-26;18;6858.56
smart tv;Samsung;Cidade São Paulo;2025-6-26;35;4986.10
notebook;Acer;Eldorado;2025-6-26;40;3228.87
lavadora;LG;Eldorado;2025-6-26;31;1174.77
lavadora;HP;Eldorado;2025-6-26;21;5180.59
smart tv;Hitachi;Cidade São Paulo;2025-6-26;34;5901.44
lavadora;Motorola;Cidade São Paulo;2025-6-26;41;9132.99
ar condicionado;HP;Cidade São Paulo;2025-6-27;39;5177.77
lavadora;HP;Eldorado;2025-6-27;18;8329.67
smart tv;Motorola;Paulista;2025-6-27;11;9836.26
smart tv;Motorola;Eldorado;2025-6-27;20;6627.47
notebook;HP;Paulista;2025-6-27;9;6350.80
celular;Samsung;Cidade São Paulo;2025-6-27;37;1625.94
celular;HP;Cidade São Paulo;2025-6-27;46;5724.76
notebook;Motorola;Eldorado;2025-6-27;37;2193.33
celular;Samsung;Eldorado;2025-6-27;45;2575.52
celular;HP;Cidade São Paulo;2025-6-27;7;8304.46
smart tv;HP;Paulista;2025-6-27;16;3480.67
ar condicionado;Midea;Paulista;2025-6-27;21;1152.20
notebook;Samsung;Eldorado;2025-6-27;28;3752.80
lavadora;Samsung;Cidade São Paulo;2025-6-27;33;4837.46
ar condicionado;Motorola;Cidade São Paulo;2025-6-27;24;2743.52
ar condicionado;LG;Paulista;2025-6-27;41;5945.32
lavadora;HP;Eldorado;2025-6-27;9;9787.97
smart tv;HP;Eldorado;2025-6-27;19;1611.73
geladeira;Hitachi;Paulista;2025-6-27;18;6571.03
lavadora;HP;Paulista;2025-6-27;24;7655.23
ar condicionado;Acer;Paulista;2025-6-28;20;7638.79
ar condicionado;HP;Eldorado;2025-6-28;16;1015.04
lavadora;Samsung;Cidade São Paulo;2025-6-28;23;8493.24
geladeira;Acer;Eldorado;2025-6-28;7;7161.39
geladeira;Hitachi;Paulista;2025-6-28;46;6150.95
lavadora;Acer;Cidade São Paulo;2025-6-28;5;8264.38
notebook;Samsung;Paulista;2025-6-28;37;8515.64
geladeira;LG;Paulista;2025-6-28;7;8923.89
notebook;HP;Paulista;2025-6-28;21;1982.96
lavadora;Samsung;Eldorado;2025-6-28;20;8431.21
celular;Acer;Cidade São Paulo;2025-6-28;8;7677.71
smart tv;Midea;Eldorado;2025-6-28;38;4971.19
celular;HP;Cidade São Paulo;2025-6-28;2;4586.01
geladeira;Samsung;Paulista;2025-6-28;40;3886.98
lavadora;HP;Eldorado;2025-6-28;44;6580.92
notebook;Samsung;Cidade São Paulo;2025-6-28;37;1308.06
ar condicionado;LG;Paulista;2025-6-28;1;5281.26
ar condicionado;Acer;Eldorado;2025-6-28;7;4047.16
ar condicionado;Samsung;Paulista;2025-6-28;38;7830.99
celular;Acer;Paulista;2025-6-28;36;6848.79
notebook;Acer;Eldorado;2025-6-29;47;9114.08
celular;Samsung;Cidade São Paulo;2025-6-29;22;5569.74
celular;HP;Eldorado;2025-6-29;31;7793.76
notebook;HP;Paulista;2025-6-29;37;4828.52
notebook;HP;Cidade São Paulo;2025-6-29;45;6761.25
notebook;HP;Eldorado;2025-6-29;27;2106.41
lavadora;Midea;Eldorado;2025-6-29;1;7099.85
lavadora;Motorola;Eldorado;2025-6-29;40;2173.96
geladeira;Motorola;Cidade São Paulo;2025-6-29;22;7123.95
celular;HP;Paulista;2025-6-29;41;1698.14
celular;Acer;Eldorado;2025-6-29;46;3879.03
geladeira;Samsung;Eldorado;2025-6-29;24;6933.43
celular;Hitachi;Paulista;2025-6-29;28;7496.78
lavadora;HP;Paulista;2025-6-29;33;2206.13
ar condicionado;Samsung;Cidade São Paulo;2025-6-29;28;7678.22
lavadora;Midea;Paulista;2025-6-29;26;7042.36
lavadora;Acer;Paulista;2025-6-29;19;5397.92
notebook;Acer;Paulista;2025-6-29;33;3431.27
celular;HP;Eldorado;2025-6-29;23;2473.11
celular;Acer;Cidade São Paulo;2025-6-29;30;3671.66
lavadora;Motorola;Cidade São Paulo;2025-7-1;6;3137.41
lavadora;Acer;Paulista;2025-7-1;49;6293.80
ar condicionado;LG;Cidade São Paulo;2025-7-1;2;7488.30
smart tv;Hitachi;Cidade São Paulo;2025-7-1;48;7510.02
notebook;Hitachi;Cidade São Paulo;2025-7-1;29;2544.90
notebook;Midea;Cidade São Paulo;2025-7-1;23;8196.18
smart tv;Midea;Eldorado;2025-7-1;49;8901.71
smart tv;Motorola;Eldorado;2025-7-1;13;4461.46
ar condicionado;Hitachi;Paulista;2025-7-1;13;5897.46
celular;Midea;Cidade São Paulo;2025-7-1;45;7320.98
celular;Samsung;Eldorado;2025-7-1;3;5320.54
geladeira;LG;Eldorado;2025-7-1;14;8729.28
lavadora;HP;Paulista;2025-7-1;22;8182.60
notebook;HP;Eldorado;2025-7-1;23;9819.23
lavadora;Acer;Eldorado;2025-7-1;32;6723.19
notebook;Samsung;Cidade São Paulo;2025-7-1;40;4368.44
celular;Hitachi;Paulista;2025-7-1;1;4402.11
smart tv;Motorola;Paulista;2025-7-1;10;5574.03
lavadora;Hitachi;Cidade São Paulo;2025-7-1;17;2676.12
celular;Acer;Paulista;2025-7-1;43;5625.86
lavadora;Samsung;Eldorado;2025-7-2;48;8223.04
geladeira;Samsung;Eldorado;2025-7-2;36;4087.20
ar condicionado;Motorola;Cidade São Paulo;2025-7-2;41;8566.49
geladeira;LG;Eldorado;2025-7-2;25;5531.61
celular;HP;Eldorado;2025-7-2;31;3107.91
geladeira;Samsung;Cidade São Paulo;2025-7-2;47;7909.35
geladeira;Hitachi;Cidade São Paulo;2025-7-2;8;8938.46
smart tv;Acer;Paulista;2025-7-2;40;1251.94
ar condicionado;Hitachi;Eldorado;2025-7-2;29;5427.99
lavadora;Samsung;Cidade São Paulo;2025-7-2;32;3478.59
geladeira;Motorola;Paulista;2025-7-2;31;6840.16
geladeira;Hitachi;Eldorado;2025-7-2;38;8912.21
ar condicionado;Motorola;Eldorado;2025-7-2;3;1236.36
geladeira;Hitachi;Cidade São Paulo;2025-7-2;3;2171.50
ar condicionado;HP;Eldorado;2025-7-2;48;3046.97
notebook;LG;Eldorado;2025-7-2;33;8528.81
lavadora;Hitachi;Eldorado;2025-7-2;35;2046.85
geladeira;LG;Cidade São Paulo;2025-7-2;24;6523.42
lavadora;HP;Cidade São Paulo;2025-7-2;29;3236.95
smart tv;Midea;Cidade São Paulo;2025-7-2;11;1000.10
smart tv;LG;Cidade São Paulo;2025-7-3;9;3888.06
celular;Midea;Cidade São Paulo;2025-7-3;36;4024.28
lavadora;LG;Paulista;2025-7-3;48;1175.87
celular;Midea;Cidade São Paulo;2025-7-3;7;6507.69
celular;HP;Cidade São Paulo;2025-7-3;1;5543.44
ar condicionado;HP;Eldorado;2025-7-3;14;2954.35
notebook;HP;Eldorado;2025-7-3;21;7105.67
notebook;Samsung;Eldorado;2025-7-3;3;9508.90
lavadora;Hitachi;Paulista;2025-7-3;28;1967.08
lavadora;Motorola;Eldorado;2025-7-3;48;6291.71
geladeira;HP;Paulista;2025-7-3;20;4776.00
smart tv;LG;Eldorado;2025-7-3;49;7766.77
celular;Midea;Eldorado;2025-7-3;24;9337.95
notebook;Acer;Eldorado;2025-7-3;47;6091.77
lavadora;Hitachi;Cidade São Paulo;2025-7-3;32;6423.46
geladeira;Motorola;Cidade São Paulo;2025-7-3;50;8025.38
ar condicionado;Samsung;Eldorado;2025-7-3;39;4771.16
geladeira;HP;Paulista;2025-7-3;38;7103.96
smart tv;LG;Cidade São Paulo;2025-7-3;13;6580.45
smart tv;HP;Eldorado;2025-7-3;45;2510.88
notebook;Samsung;Cidade São Paulo;2025-7-4;48;1958.19
geladeira;Midea;Eldorado;2025-7-4;50;6383.50
notebook;Midea;Eldorado;2025-7-4;39;9308.65
ar condicionado;Samsung;Paulista;2025-7-4;49;3070.59
celular;LG;Paulista;2025-7-4;44;2350.16
ar condicionado;Samsung;Cidade São Paulo;2025-7-4;48;3537.57
smart tv;Midea;Eldorado;2025-7-4;21;3109.70
smart tv;Motorola;Cidade São Paulo;2025-7-4;4;2904.37
lavadora;Hitachi;Eldorado;2025-7-4;5;8956.86
smart tv;LG;Eldorado;2025-7-4;16;8684.61
celular;Midea;Eldorado;2025-7-4;24;3347.59
celular;Motorola;Eldorado;2025-7-4;23;1844.10
notebook;Samsung;Eldorado;2025-7-4;48;5981.61
notebook;HP;Cidade São Paulo;2025-7-4;40;5534.37
lavadora;Acer;Eldorado;2025-7-4;3;9826.91
ar condicionado;Motorola;Paulista;2025-7-4;17;1274.48
celular;Motorola;Cidade São Paulo;2025-7-4;15;6913.74
geladeira;HP;Paulista;2025-7-4;35;6962.25
ar condicionado;Hitachi;Eldorado;2025-7-4;29;9286.89
geladeira;LG;Cidade São Paulo;2025-7-4;47;6273.35
notebook;LG;Paulista;2025-7-5;45;7381.27
lavadora;LG;Cidade São Paulo;2025-7-5;16;2548.13
ar condicionado;Acer;Cidade São Paulo;2025-7-5;5;9193.65
ar condicionado;LG;Cidade São Paulo;2025-7-5;30;7124.65
smart tv;HP;Paulista;2025-7-5;2;1259.19
geladeira;Midea;Paulista;2025-7-5;6;7568.16
celular;Midea;Cidade São Paulo;2025-7-5;14;4400.27
notebook;LG;Paulista;2025-7-5;38;7666.18
lavadora;Motorola;Cidade São Paulo;2025-7-5;19;9037.81
ar condicionado;Acer;Eldorado;2025-7-5;15;8910.88
lavadora;Samsung;Cidade São Paulo;2025-7-5;31;9824.17
lavadora;Midea;Cidade São Paulo;2025-7-5;27;4364.01
lavadora;Midea;Eldorado;2025-7-5;50;4167.97
geladeira;Motorola;Paulista;2025-7-5;2;7628.48
lavadora;HP;Eldorado;2025-7-5;50;7879.44
lavadora;Hitachi;Cidade São Paulo;2025-7-5;26;4244.68
celular;Motorola;Eldorado;2025-7-5;28;7048.44
notebook;LG;Cidade São Paulo;2025-7-5;13;8590.68
celular;Motorola;Eldorado;2025-7-5;9;4309.71
notebook;LG;Paulista;2025-7-5;5;6376.70
lavadora;Samsung;Paulista;2025-7-6;21;8448.84
notebook;Motorola;Paulista;2025-7-6;25;9325.63
lavadora;Motorola;Cidade São Paulo;2025-7-6;19;4789.55
notebook;LG;Paulista;2025-7-6;22;2667.97
smart tv;Midea;Cidade São Paulo;2025-7-6;17;2778.03
notebook;HP;Eldorado;2025-7-6;18;3463.36
lavadora;Motorola;Eldorado;2025-7-6;38;2765.74
notebook;Hitachi;Eldorado;2025-7-6;28;4571.11
lavadora;Motorola;Cidade São Paulo;2025-7-6;20;8330.99
geladeira;LG;Cidade São Paulo;2025-7-6;36;1719.84
ar condicionado;Motorola;Eldorado;2025-7-6;13;6638.51
geladeira;Midea;Paulista;2025-7-6;22;7946.25
notebook;Midea;Cidade São Paulo;2025-7-6;4;6815.21
celular;Acer;Cidade São Paulo;2025-7-6;31;5036.44
ar condicionado;Motorola;Eldorado;2025-7-6;19;4702.71
smart tv;Motorola;Cidade São Paulo;2025-7-6;28;3258.95
geladeira;HP;Cidade São Paulo;2025-7-6;45;9633.94
notebook;Hitachi;Cidade São Paulo;2025-7-6;47;9291.21
ar condicionado;Acer;Cidade São Paulo;2025-7-6;40;6614.71
notebook;Samsung;Paulista;2025-7-6;8;7226.10
celular;HP;Paulista;2025-7-7;34;8841.48
lavadora;Hitachi;Paulista;2025-7-7;15;2463.17
lavadora;Motorola;Paulista;2025-7-7;37;6843.82
smart tv;Motorola;Eldorado;2025-7-7;23;6690.06
smart tv;Midea;Cidade São Paulo;2025-7-7;50;1267.78
lavadora;Acer;Paulista;2025-7-7;17;7241.87
ar condicionado;LG;Eldorado;2025-7-7;7;2721.74
ar condicionado;HP;Cidade São Paulo;2025-7-7;19;2996.55
lavadora;Acer;Eldorado;2025-7-7;22;3926.92
celular;Acer;Cidade São Paulo;2025-7-7;43;5513.12
smart tv;LG;Paulista;2025-7-7;20;1318.34
lavadora;Midea;Paulista;2025-7-7;31;9839.53
lavadora;Midea;Cidade São Paulo;2025-7-7;40;4004.75
celular;Samsung;Cidade São Paulo;2025-7-7;40;5138.50
celular;Midea;Cidade São Paulo;2025-7-7;21;2219.94
lavadora;Acer;Paulista;2025-7-7;21;1853.68
ar condicionado;Acer;Paulista;2025-7-7;27;6783.04
geladeira;LG;Cidade São Paulo;2025-7-7;42;6486.10
ar condicionado;Hitachi;Paulista;2025-7-7;18;7929.82
smart tv;Midea;Paulista;2025-7-7;41;1099.06
lavadora;HP;Eldorado;2025-7-8;14;2615.99
notebook;HP;Paulista;2025-7-8;13;9299.48
celular;HP;Paulista;2025-7-8;27;5424.63
notebook;Acer;Paulista;2025-7-8;29;1199.59
notebook;Hitachi;Paulista;2025-7-8;26;3678.33
notebook;HP;Cidade São Paulo;2025-7-8;50;2319.75
celular;Hitachi;Eldorado;2025-7-8;38;1667.41
lavadora;Acer;Eldorado;2025-7-8;34;4273.02
notebook;HP;Cidade São Paulo;2025-7-8;24;2285.26
notebook;LG;Eldorado;2025-7-8;27;7119.60
lavadora;Hitachi;Eldorado;2025-7-8;33;7498.48
notebook;LG;Eldorado;2025-7-8;12;7097.85
notebook;HP;Cidade São Paulo;2025-7-8;36;7060.93
celular;Acer;Paulista;2025-7-8;37;7608.84
geladeira;Acer;Paulista;2025-7-8;39;4890.20
ar condicionado;LG;Eldorado;2025-7-8;31;6056.95
celular;Midea;Cidade São Paulo;2025-7-8;43;1552.76
notebook;LG;Paulista;2025-7-8;43;7004.65
lavadora;Midea;Cidade São Paulo;2025-7-8;33;8978.71
celular;LG;Eldorado;2025-7-8;46;6553.45
geladeira;Samsung;Paulista;2025-7-9;39;3607.13
lavadora;Acer;Eldorado;2025-7-9;14;7904.86
celular;LG;Paulista;2025-7-9;6;2826.30
geladeira;Motorola;Paulista;2025-7-9;50;3716.64
lavadora;Samsung;Eldorado;2025-7-9;14;1157.45
lavadora;Acer;Paulista;2025-7-9;6;9177.20
lavadora;Hitachi;Paulista;2025-7-9;28;5750.96
geladeira;Motorola;Paulista;2025-7-9;26;3935.71
notebook;Midea;Cidade São Paulo;2025-7-9;17;8252.37
lavadora;Samsung;Paulista;2025-7-9;17;7002.00
geladeira;Acer;Cidade São Paulo;2025-7-9;38;2233.80
smart tv;Samsung;Eldorado;2025-7-9;10;2974.36
notebook;Motorola;Paulista;2025-7-9;28;9588.25
ar condicionado;HP;Paulista;2025-7-9;8;5113.00
lavadora;Hitachi;Cidade São Paulo;2025-7-9;25;9649.42
geladeira;Hitachi;Eldorado;2025-7-9;5;3668.96
celular;Midea;Cidade São Paulo;2025-7-9;16;4354.86
celular;Midea;Paulista;2025-7-9;19;5548.12
ar condicionado;LG;Eldorado;2025-7-9;6;6174.28
lavadora;Acer;Paulista;2025-7-9;49;7103.02
notebook;Samsung;Cidade São Paulo;2025-7-10;23;4435.36
ar condicionado;Acer;Paulista;2025-7-10;17;9024.78
smart tv;HP;Cidade São Paulo;2025-7-10;48;2774.02
ar condicionado;LG;Paulista;2025-7-10;5;5466.25
geladeira;Acer;Paulista;2025-7-10;29;3933.00
geladeira;HP;Cidade São Paulo;2025-7-10;36;5156.68
geladeira;Acer;Eldorado;2025-7-10;22;4834.50
lavadora;Motorola;Cidade São Paulo;2025-7-10;6;7574.93
ar condicionado;Hitachi;Eldorado;2025-7-10;37;3455.13
lavadora;Acer;Cidade São Paulo;2025-7-10;28;6905.68
notebook;Samsung;Cidade São Paulo;2025-7-10;49;1890.89
geladeira;LG;Eldorado;2025-7-10;20;3382.19
